iter	Logloss
224	0.5830260585
225	0.5827362731
226	0.582579337
227	0.5825020132
228	0.5823951849
229	0.5821445243
230	0.5820299087
231	0.5818603599
232	0.5816765721
233	0.5815309838
234	0.5813616159
235	0.581159008
236	0.5809750072
237	0.5809368516
238	0.5807358266
239	0.580449897
240	0.5802699172
241	0.5800897731
242	0.5798988957
243	0.5797799893
244	0.5796071008
245	0.5795123609
246	0.5792896589
247	0.5791680471
248	0.5789945033
249	0.5788616489
250	0.5787058534
251	0.5784827436
252	0.5782833388
253	0.5780337577
254	0.5778660585
255	0.5776884191
256	0.5775544355
257	0.577438968
258	0.5772106713
259	0.577001316
260	0.5768156087
261	0.5766306763
262	0.5764429833
263	0.5762478719
264	0.5760511091
265	0.5759583121
266	0.5757112647
267	0.5755212757
268	0.5753803674
269	0.5752334062
270	0.5750344534
271	0.5747868804
272	0.5746447161
273	0.5744868332
274	0.5742785434
275	0.5740748759
276	0.5739642574
277	0.5737164534
278	0.5734788966
279	0.5732756141
280	0.5731428892
281	0.5729895505
282	0.5728690645
283	0.5726515424
284	0.5724627521
285	0.5723252558
286	0.5721515062
287	0.5719127426
288	0.5717423328
289	0.5715328037
290	0.5713497017
291	0.5711518861
292	0.5709092953
293	0.5707269451
294	0.5705372561
295	0.5703699986
296	0.5702006113
297	0.5699354869
298	0.5698501075
299	0.569700149
300	0.5696187372
301	0.5694496003
302	0.5692610157
303	0.5691235899
304	0.5690036365
305	0.5688444136
306	0.5687168016
307	0.5684604508
308	0.5682410123
309	0.5680572695
310	0.5679401279
311	0.567741229
312	0.5675613602
313	0.5672714609
314	0.5671408533
315	0.566923064
316	0.5667561758
317	0.5666465221
318	0.5664817103
319	0.566304974
320	0.5661067355
321	0.5659449319
322	0.5658565669
323	0.5657395051
324	0.5656569915
325	0.5655488948
326	0.5654223524
327	0.5652790344
328	0.5651204923
329	0.564990051
330	0.5648020915
331	0.5646481424
332	0.5644875903
333	0.5642670656
334	0.564077687
335	0.5639012982
336	0.5636821395
337	0.5635158071
338	0.5633373135
339	0.5631759805
340	0.5630863815
341	0.5628631236
342	0.5627459601
343	0.5626917913
344	0.5625184947
345	0.5623641451
346	0.5622082994
347	0.5620987619
348	0.5619674484
349	0.5617362293
350	0.5615531943
351	0.5614115022
352	0.5612554856
353	0.5610491579
354	0.5608709027
355	0.5607308029
356	0.5605244366
357	0.5603445821
358	0.5601834821
359	0.5600016102
360	0.5599389373
361	0.5597262887
362	0.5595951647
363	0.5594965282
364	0.5593141394
365	0.5591561237
366	0.5590590505
367	0.5589859002
368	0.5587534355
369	0.5586469107
370	0.5585134815
371	0.5582862737
372	0.5581563825
373	0.558089845
374	0.5578461909
375	0.5575848131
376	0.5574570777
377	0.5574307312
378	0.5572787855
379	0.5571436162
380	0.5569444061
381	0.5569134613
382	0.5567469586
383	0.5565860417
384	0.5564451272
385	0.5562875287
386	0.5561733968
387	0.5560004674
388	0.5559090961
389	0.5557879603
390	0.5556304978
391	0.5555232009
392	0.5554223969
393	0.5552548103
394	0.5552106518
395	0.5550783353
396	0.5550328439
397	0.5549821408
398	0.5548391608
399	0.5546515233
400	0.5544532804
401	0.554264765
402	0.5541279514
403	0.5540731778
404	0.5540231396
405	0.5539668909
406	0.5538172419
407	0.5537224599
408	0.553609456
409	0.5534623461
410	0.5533045069
411	0.5532087416
412	0.5530362279
413	0.5529593531
414	0.5527552202
415	0.5525830444
416	0.5524320205
417	0.5523477396
418	0.5522383061
419	0.5521019608
420	0.5520003012
421	0.551904307
422	0.551768454
423	0.5515875281
424	0.5514889031
425	0.5514091141
426	0.5512095259
427	0.5511088445
428	0.5509232032
429	0.5508014793
430	0.5506467258
431	0.5505546354
432	0.5503732236
433	0.5502381202
434	0.550191543
435	0.5500793265
436	0.550027712
437	0.5499113168
438	0.5498443841
439	0.5497030099
440	0.5494984542
441	0.5493921284
442	0.5492814067
443	0.5491079229
444	0.5490564808
445	0.5488995877
446	0.5487566122
447	0.5486400708
448	0.5486055114
449	0.5484105062
450	0.5482896705
451	0.5482533441
452	0.5482000387
453	0.5480494148
454	0.5479244422
455	0.5478225088
456	0.5477313513
457	0.5476117139
458	0.5474653176
459	0.5473225764
460	0.5472453923
461	0.5471391503
462	0.5469588953
463	0.5468613511
464	0.546726378
465	0.5465656104
466	0.546415322
467	0.5462387797
468	0.5461280638
469	0.5460252257
470	0.5458608536
471	0.5457551456
472	0.5456300659
473	0.5455310684
474	0.5454191699
475	0.5453415025
476	0.5452550056
477	0.5451569289
478	0.5449871686
479	0.5448902189
480	0.5447586517
481	0.5446186628
482	0.5445251927
483	0.5444052054
484	0.544283551
485	0.5441586506
486	0.5440504206
487	0.5439609689
488	0.5438726827
489	0.543814478
490	0.5436932032
491	0.5435271024
492	0.5434205727
493	0.5432404587
494	0.5431479131
495	0.5429988344
496	0.5428505778
497	0.5426933623
498	0.5425651223
499	0.5424678692
500	0.5422951586
501	0.5422002902
502	0.5420811346
503	0.5419181651
504	0.5417607076
505	0.5416318733
506	0.5415284416
507	0.5413745635
508	0.5412613677
509	0.541211418
510	0.5411007829
511	0.540982778
512	0.5408684901
513	0.540831679
514	0.5407570805
515	0.5406905024
516	0.5405208911
517	0.5403579654
518	0.5401619157
519	0.5400366038
520	0.5399844439
521	0.5398647652
522	0.5396870552
523	0.5395649337
524	0.5394669274
525	0.5393179956
526	0.5391878304
527	0.5390276865
528	0.5389268631
529	0.5388269112
530	0.5386791538
531	0.5385163276
532	0.5384591818
533	0.5382816098
534	0.5382156442
535	0.5381309525
536	0.538051871
537	0.5378922354
538	0.5377553866
539	0.5376495078
540	0.5375281961
541	0.5374237969
542	0.5372515861
543	0.537138102
544	0.5370453678
545	0.5369193354
546	0.536778724
547	0.5366638988
548	0.5365645689
549	0.5364754996
550	0.536294583
551	0.5361488771
552	0.5360747263
553	0.5359573236
554	0.5359081681
555	0.5357817784
556	0.5356125752
557	0.5355725449
558	0.5354943743
559	0.5352845984
560	0.5351832241
561	0.5350819255
562	0.5349757845
563	0.5349147162
564	0.5347747639
565	0.5346080835
566	0.5345207604
567	0.5344732311
568	0.5343736676
569	0.534261142
570	0.5341685445
571	0.5341071263
572	0.5340102882
573	0.5339776884
574	0.5339214125
575	0.5338575597
576	0.5337400859
577	0.5336419075
578	0.5335793272
579	0.5334936291
580	0.5333641405
581	0.5333205835
582	0.5332238292
583	0.5331025681
584	0.5329969069
585	0.5329298324
586	0.532840472
587	0.5327566604
588	0.5326424655
589	0.5325253511
590	0.53247348
591	0.5323400647
592	0.5322331748
593	0.5321108032
594	0.5319829603
595	0.5318929492
596	0.5317901037
597	0.5316380775
598	0.5315711021
599	0.5314094577
600	0.5311900273
601	0.5311010616
602	0.5310382804
603	0.5309137085
604	0.5308367822
605	0.5307799252
606	0.5306907429
607	0.5305492465
608	0.5304072593
609	0.5302805675
610	0.5302339826
611	0.5301304241
612	0.5300264588
613	0.5299216295
614	0.5297777261
615	0.529640796
616	0.5295651937
617	0.5294517031
618	0.5293790651
619	0.5292940652
620	0.5291822961
621	0.5290629937
622	0.5289800054
623	0.5288423318
624	0.5287285582
625	0.5286733679
626	0.5285757985
627	0.5284899052
628	0.5283101826
629	0.5282365156
630	0.5281535182
631	0.5280888747
632	0.5278796901
633	0.527802997
634	0.527687244
635	0.5276295753
636	0.5274924646
637	0.5273736969
638	0.5272765292
639	0.527137581
640	0.5270321137
641	0.5269342304
642	0.5268107204
643	0.5266787368
644	0.526565879
645	0.5265029147
646	0.5264212475
647	0.5263368073
648	0.5262883474
649	0.5262309526
650	0.5261105616
651	0.5259814688
652	0.5258704559
653	0.5257660209
654	0.5256623052
655	0.5255868392
656	0.5254826968
657	0.5253670379
658	0.5252727273
659	0.5251347287
660	0.5249955642
661	0.5249404715
662	0.5247862946
663	0.5246560021
664	0.5245682999
665	0.5245235537
666	0.5244301423
667	0.5242872222
668	0.5242062725
